Date,Open,High,Low,Close,Volume,Change
2024-01-22,177300,177400,170200,176000,265175,0.01382488479262678
2024-01-23,176300,176400,171100,171100,182365,-0.027840909090909083
2024-01-24,171100,173900,169000,170400,139180,-0.004091174751607252
2024-01-25,169000,170400,163000,167600,226667,-0.016431924882629123
2024-01-26,165500,169300,165000,168600,125276,0.005966587112171906
2024-01-29,168700,170000,159000,162400,275316,-0.03677342823250296
2024-01-30,162600,163700,151000,153000,336418,-0.05788177339901479
2024-01-31,151500,153600,143800,144100,311558,-0.05816993464052289
2024-02-01,144400,152900,144400,152900,245444,0.06106870229007644
2024-02-02,156000,156800,152800,154700,157569,0.011772400261608862
2024-02-05,154700,155800,150400,155200,124121,0.003232062055591456
2024-02-06,153900,153900,148800,151200,141109,-0.02577319587628868
2024-02-07,152700,155100,150600,151400,132643,0.001322751322751392
2024-02-08,181200,184300,165500,168500,1852739,0.11294583883751641
2024-02-13,165400,179300,162400,174100,813567,0.03323442136498511
2024-02-14,171600,181800,171400,174700,728022,0.003446295232624852
2024-02-15,178500,179800,172200,174200,421095,-0.0028620492272467546
2024-02-16,175300,175600,171100,171300,227243,-0.01664753157290466
2024-02-19,168000,170300,167200,167900,207492,-0.019848219497956787
2024-02-20,167000,172200,166200,168400,240029,0.0029779630732578166
2024-02-21,167000,169500,166500,167100,150735,-0.0077197149643705165
2024-02-22,167200,172000,167200,171500,251030,0.026331538001196808
2024-02-23,172300,173300,168500,171500,205368,0.0
2024-02-26,173000,173000,168600,168900,156373,-0.015160349854227428
2024-02-27,168100,170900,165500,166100,232254,-0.0165778567199526
2024-02-28,165100,169200,164500,165000,143023,-0.0066225165562914245
2024-02-29,163900,164300,160000,161400,183597,-0.021818181818181848
2024-03-04,162000,169000,161400,166400,224600,0.030978934324659146
2024-03-05,166800,172000,165600,166800,250156,0.0024038461538462563
2024-03-06,165500,172000,164000,172000,281048,0.031175059952038398
2024-03-07,172500,172500,165100,166900,247804,-0.029651162790697683
2024-03-08,167800,175900,165400,172000,418230,0.0305572198921511
2024-03-11,171900,173900,169300,173400,253709,0.008139534883720989
2024-03-12,173300,173300,169600,169800,169673,-0.02076124567474047
2024-03-13,170400,172500,169100,170100,195162,0.0017667844522968323
2024-03-14,171400,184000,170200,177000,1259635,0.040564373897707284
2024-03-15,177600,187400,175500,176000,1518475,-0.005649717514124242
2024-03-18,177700,182500,176400,180000,412611,0.022727272727272707
2024-03-19,182900,199400,181500,190100,3173633,0.056111111111111
2024-03-20,191900,194300,185900,190000,677766,-0.0005260389268806342
2024-03-21,190700,198700,187500,198700,1150777,0.0457894736842106
2024-03-22,204000,209500,195500,195500,1266571,-0.01610468042274782
2024-03-25,196400,198500,187800,191000,568268,-0.023017902813299185
2024-03-26,189000,199300,187100,194400,906155,0.017801047120418856
2024-03-27,191800,198300,188800,189900,545723,-0.02314814814814814
2024-03-28,190300,191700,185000,185400,361754,-0.023696682464455
2024-03-29,188200,197800,187500,187500,753394,0.01132686084142387
2024-04-01,187200,190700,186200,186500,203867,-0.005333333333333301
2024-04-02,186800,187300,177800,179100,371426,-0.03967828418230568
2024-04-03,177700,183600,175500,179800,247988,0.003908431044109539
2024-04-04,182500,182900,178300,179400,149593,-0.0022246941045606095
2024-04-05,176100,181500,176000,177100,226753,-0.012820512820512775
2024-04-08,184000,185900,176600,176900,303452,-0.0011293054771315258
2024-04-09,178800,183600,178000,178200,200362,0.007348784624081395
2024-04-11,175400,181700,173500,179600,151127,0.007856341189674598
2024-04-12,180600,181200,178400,179900,139500,0.0016703786191536452
2024-04-15,177500,177600,173100,174000,175583,-0.03279599777654252
2024-04-16,171700,172100,165100,165100,278257,-0.05114942528735633
2024-04-17,165100,171500,165100,166800,160118,0.010296789824348895
2024-04-18,167800,171800,167700,171100,112910,0.02577937649880102
2024-04-19,171100,172600,165100,169500,190508,-0.009351256575102274
2024-04-22,171000,177000,170000,171700,203065,0.012979351032448294
2024-04-23,174800,175300,170600,172100,96665,0.002329644729178737
2024-04-24,173500,175400,172200,174300,111858,0.01278326554328868
2024-04-25,172000,178400,172000,172300,141815,-0.011474469305794655
2024-04-26,174000,174200,170700,171100,99659,-0.006964596633778242
2024-04-29,171900,173900,171100,173500,87245,0.014026884862653466
2024-04-30,174000,178400,172900,176900,173853,0.019596541786743416
2024-05-02,176000,177400,174900,175800,89757,-0.00621820237422277
2024-05-03,176300,177900,175200,175300,111843,-0.0028441410693970104
2024-05-07,176800,177500,175200,176600,114658,0.00741585852823734
2024-05-08,176600,177400,174100,174300,96673,-0.013023782559456354
2024-05-09,174000,174000,170000,170300,158166,-0.022948938611589198
2024-05-10,179700,185000,175500,175900,736870,0.032883147386964184
2024-05-13,179300,185100,177000,177800,494004,0.010801591813530464
2024-05-14,177100,179100,175900,177500,116202,-0.0016872890888638414
2024-05-16,178200,179000,176200,176200,140083,-0.007323943661971866
2024-05-17,177100,177300,174900,175000,87605,-0.006810442678774176
2024-05-20,175000,177100,174300,175300,103072,0.0017142857142857792
2024-05-21,175500,175600,172400,172700,106298,-0.01483171705647457
2024-05-22,172700,176300,172500,172900,116105,0.0011580775911985697
2024-05-23,173600,173600,170100,171300,89716,-0.009253903990746104
2024-05-24,170800,170900,168100,168300,145278,-0.017513134851138368
2024-05-27,168300,171000,165800,169800,144012,0.00891265597147961
2024-05-28,169800,172400,168500,168700,104502,-0.006478209658421719
2024-05-29,168100,168400,162000,162300,227986,-0.03793716656787194
2024-05-30,160100,163700,158000,158900,136267,-0.020948860135551417
2024-05-31,158900,160900,157800,158500,105512,-0.0025173064820641633
2024-06-03,158800,161400,158500,160100,85232,0.010094637223974745
2024-06-04,160000,164400,159000,162200,103190,0.013116801998750871
2024-06-05,164400,164400,161000,161400,74858,-0.004932182490752113
2024-06-07,161400,163400,160700,162600,84689,0.0074349442379182396
2024-06-10,163000,163500,160100,160600,97794,-0.012300123001230068
2024-06-11,160200,166600,160200,164900,177068,0.02677459526774606
2024-06-12,165200,171800,164100,166600,253463,0.010309278350515427
2024-06-13,168700,168700,165000,165000,127537,-0.009603841536614643
2024-06-14,165600,166200,162800,164000,97027,-0.0060606060606061
2024-06-17,174000,174300,166300,167700,289463,0.022560975609756007
2024-06-18,166800,170300,166800,168000,123750,0.0017889087656528524
2024-06-19,167500,168000,164000,165700,129867,-0.013690476190476142
2024-06-20,166100,166800,165200,166300,69394,0.0036210018105009567
2024-06-21,166100,166100,162300,165200,121696,-0.006614552014431729
2024-06-24,164600,164700,162000,162800,74842,-0.014527845036319653
2024-06-25,161400,163200,160600,160800,68693,-0.012285012285012331
2024-06-26,160600,162800,160100,162400,71786,0.00995024875621886
2024-06-27,161300,163900,160100,160400,67151,-0.012315270935960632
2024-06-28,160600,160600,159100,159500,69468,-0.005610972568578565
2024-07-01,159000,160900,159000,160200,52880,0.004388714733542409
2024-07-02,160100,160100,154600,155000,130122,-0.03245942571785265
2024-07-03,155000,155100,148700,149000,194374,-0.03870967741935483
2024-07-04,148400,151200,148100,150000,101167,0.006711409395973256
2024-07-05,157100,164600,154400,155200,542300,0.03466666666666662
2024-07-08,155300,158700,155000,158300,105928,0.01997422680412364
2024-07-09,158000,158400,155800,155900,87154,-0.01516108654453574
2024-07-10,155600,159000,153300,157400,115892,0.009621552277100598
2024-07-11,157800,163000,157500,159100,174423,0.010800508259212194
2024-07-12,163300,164400,159800,160000,281636,0.0056568196103079504
2024-07-15,159000,161500,157000,159800,89064,-0.0012499999999999734
2024-07-16,159400,163800,158200,159600,127326,-0.0012515644555695093
2024-07-17,159600,160900,157500,157500,65021,-0.013157894736842146
2024-07-18,156000,158600,154400,156500,84425,-0.006349206349206327
2024-07-19,155400,158000,155000,156000,45251,-0.0031948881789137795
2024-07-22,156000,156100,150500,150800,85758,-0.033333333333333326
2024-07-23,153100,154100,150400,151900,61518,0.007294429708222916
2024-07-24,150100,152200,149500,149900,71219,-0.013166556945358843
2024-07-25,146000,147000,142200,143000,140609,-0.04603068712474978
2024-07-26,142300,143800,139000,140700,93096,-0.016083916083916128
2024-07-29,140300,144000,139000,142900,67818,0.01563610518834402
2024-07-30,142700,142900,139100,139100,72087,-0.026592022393282067
2024-07-31,139100,140800,136400,139800,72010,0.005032350826743359
2024-08-01,141500,143200,141000,142600,47942,0.02002861230329045
2024-08-02,140000,140400,131100,132800,131454,-0.06872370266479666
2024-08-05,126800,127100,109100,113500,277453,-0.14533132530120485
2024-08-06,114700,125400,114700,123800,192377,0.09074889867841418
2024-08-07,123500,124600,121800,123000,94090,-0.00646203554119551
2024-08-08,119800,121500,118700,120000,71674,-0.024390243902439046
2024-08-09,123700,124900,121800,121800,83845,0.014999999999999902
2024-08-12,122300,127600,122300,125800,102138,0.03284072249589487
2024-08-13,125800,138100,125800,128100,351589,0.01828298887122415
2024-08-14,131000,133700,129000,133400,131606,0.041373926619828305
2024-08-16,137000,137000,133900,135300,99814,0.014242878560719596
2024-08-19,134100,142900,133100,140800,179044,0.04065040650406515
2024-08-20,143600,147400,140900,143500,195495,0.019176136363636465
2024-08-21,142400,159000,141600,154900,376272,0.0794425087108015
2024-08-22,153200,157200,152200,155300,196182,0.002582311168495721
2024-08-23,154000,156000,151500,151800,128203,-0.022537025112685072
2024-08-26,154000,158000,151800,153700,146511,0.012516469038208244
2024-08-27,153700,154800,150700,151000,86269,-0.017566688353936266
2024-08-28,150900,151000,146200,147500,105107,-0.023178807947019875
2024-08-29,144600,149300,144400,147500,87347,0.0
2024-08-30,147000,147500,144200,144300,96341,-0.02169491525423728
2024-09-02,144400,151700,143700,147800,120518,0.02425502425502435
2024-09-03,148700,149200,142800,143100,78591,-0.031799729364005436
2024-09-04,136600,140300,136000,139000,87924,-0.028651292802236217
2024-09-05,139800,140800,132700,134700,84321,-0.03093525179856116
2024-09-06,133500,134200,130400,130700,70858,-0.029695619896065284
2024-09-09,127800,132600,127300,131800,50925,0.00841622035195111
2024-09-10,131800,132500,127100,127200,80300,-0.03490136570561453
2024-09-11,127700,131100,127700,130000,70462,0.022012578616352307
2024-09-12,132500,138700,131500,136300,110596,0.048461538461538556
2024-09-13,136600,137400,133000,134500,51186,-0.013206162876008842
2024-09-19,135000,137000,132800,136800,59032,0.017100371747211796
2024-09-20,137800,138600,135500,136600,59208,-0.0014619883040936088
2024-09-23,136700,139600,135100,136800,63817,0.0014641288433381305
2024-09-24,137100,138600,134200,136400,75445,-0.0029239766081871066
2024-09-25,137100,137900,134000,134000,71479,-0.017595307917888547
2024-09-26,134000,137900,134000,137100,76822,0.023134328358209055
2024-09-27,137600,137900,136100,136100,52547,-0.00729394602479938
2024-09-30,137500,143900,137000,139900,147820,0.02792064658339455
2024-10-02,137500,138800,134600,135400,60226,-0.03216583273766982
2024-10-04,135400,137500,135000,135600,44218,0.001477104874446189
2024-10-07,135600,143000,134900,142500,118723,0.05088495575221241
2024-10-08,141600,142500,139900,141100,60324,-0.009824561403508736
2024-10-10,141100,141300,136300,136900,87086,-0.029766123316796622
2024-10-11,138400,144500,135700,135700,137878,-0.00876552227903582
2024-10-14,141000,144100,137400,138600,204182,0.021370670596905006
2024-10-15,140300,143300,138300,139400,128711,0.005772005772005873
2024-10-16,138600,138600,136200,136300,68984,-0.02223816355810615
2024-10-17,136700,137900,135700,136500,40784,0.0014673514306675628
2024-10-18,136600,138400,131100,132000,96897,-0.03296703296703296
2024-10-21,132200,137200,131000,133400,72893,0.010606060606060508
2024-10-22,133500,133500,127800,128000,93635,-0.040479760119940034
2024-10-23,128500,129800,124700,128400,63006,0.0031250000000000444
2024-10-24,127100,128000,124300,124300,69515,-0.031931464174454804
2024-10-25,125400,125800,120600,122000,69056,-0.018503620273531807
2024-10-28,122000,126300,122000,125200,59062,0.026229508196721207
2024-10-29,125200,125300,122100,125000,51546,-0.0015974440894568342
2024-10-30,125000,125400,123000,123300,40118,-0.013599999999999945
2024-10-31,122200,124400,120000,122500,56932,-0.006488240064882356
2024-11-01,122000,122100,119100,120200,64143,-0.018775510204081636
2024-11-04,119600,123100,119500,122300,62037,0.017470881863560717
2024-11-05,122300,123000,121200,122300,30399,0.0
2024-11-06,124300,124300,118700,120000,70745,-0.01880621422730988
2024-11-07,121200,132600,121000,131200,283751,0.09333333333333327
2024-11-08,130800,133600,129300,131200,100464,0.0
2024-11-11,133800,133800,126600,127300,89656,-0.029725609756097615
2024-11-12,129600,138500,128500,131800,266141,0.0353495679497251
2024-11-13,131300,132900,127300,127300,121138,-0.034142640364188126
2024-11-14,131100,132700,127600,127600,89101,0.002356637863315081
2024-11-15,127600,136600,127600,135400,200820,0.061128526645767955
2024-11-18,135900,142400,134500,140500,217288,0.037666174298375266
2024-11-19,140000,146100,139100,141300,237541,0.005693950177935836
2024-11-20,142000,142000,138000,140400,98007,-0.006369426751592355
2024-11-21,140400,140900,136000,136000,96213,-0.031339031339031376
2024-11-22,139500,144000,138300,139300,148429,0.024264705882352855
2024-11-25,140000,141000,138400,139500,73579,0.001435750179468842
2024-11-26,140100,141900,137500,140500,78084,0.007168458781362075
2024-11-27,140500,153000,138900,153000,476237,0.08896797153024916
2024-11-28,152200,152400,147700,150900,217342,-0.013725490196078383
2024-11-29,150300,153000,147800,151700,204590,0.005301524188204176
2024-12-02,151500,152000,143200,143200,173466,-0.05603164139749506
2024-12-03,143000,147500,142500,143400,125168,0.0013966480446927498
2024-12-04,139000,142100,133600,133700,281740,-0.06764295676429566
2024-12-05,134000,134900,130700,131400,132391,-0.01720269259536278
2024-12-06,131600,134000,128000,132900,134572,0.011415525114155223
2024-12-09,128700,129500,122900,123200,180501,-0.07298720842738904
2024-12-10,123200,129500,123200,129000,107199,0.04707792207792205
2024-12-11,128700,132300,126800,130400,76350,0.010852713178294504
2024-12-12,132300,132400,129000,130600,104693,0.0015337423312884457
2024-12-13,131100,132800,129800,132400,57533,0.013782542113323082
2024-12-16,133600,134200,132000,132100,71519,-0.0022658610271902857
2024-12-17,132300,135800,130400,134200,91177,0.015897047691143085
2024-12-18,134500,139000,132600,135000,143467,0.005961251862891315
2024-12-19,130000,132400,129500,130900,77868,-0.03037037037037038
2024-12-20,130700,131100,127200,127900,79146,-0.02291825821237581
2024-12-23,129800,136700,128500,134800,134941,0.05394839718530098
2024-12-24,135700,148700,134500,145700,525056,0.08086053412462912
2024-12-26,147300,148900,143000,143700,210771,-0.013726835964310236
2024-12-27,144500,146500,138800,141200,144003,-0.01739735560194855
2024-12-30,144000,163500,142000,162700,843433,0.15226628895184136
2025-01-02,211000,211500,207000,211500,728153,0.29993853718500296
2025-01-03,225000,238500,204500,233000,5158783,0.10165484633569744
2025-01-06,231000,245500,227500,233000,1992288,0.0
2025-01-07,238500,256000,236000,242000,2361109,0.03862660944205998
2025-01-08,235500,242500,228000,234000,954907,-0.03305785123966942
2025-01-09,230500,238500,220000,236500,1342606,0.010683760683760646
2025-01-10,235500,238500,228000,230000,422563,-0.02748414376321351
2025-01-13,228000,242000,226500,239000,724247,0.03913043478260869
2025-01-14,236500,257000,232500,249000,1427202,0.04184100418410042
2025-01-15,251000,255000,240000,241000,747477,-0.032128514056224855
2025-01-16,243500,253000,240500,249500,574484,0.03526970954356856
2025-01-17,246000,265500,245000,261500,787330,0.04809619238476959
2025-01-20,261000,267500,257000,259000,488051,-0.009560229445506718
2025-01-21,261500,265000,256500,260500,407749,0.005791505791505891
2025-01-22,263500,269000,251000,253000,575536,-0.028790786948176605
2025-01-23,253000,258000,246500,248000,398533,-0.01976284584980237
2025-01-24,245000,249500,242000,247000,450626,-0.0040322580645161255
2025-01-31,243000,301000,242500,299500,1839937,0.21255060728744946
2025-02-03,294000,315000,294000,309500,1180641,0.03338898163606019
2025-02-04,313000,356000,311000,340000,2278111,0.09854604200323092
2025-02-05,344500,379000,342500,371000,1692431,0.09117647058823519
2025-02-06,379000,391000,360000,374500,1667849,0.009433962264151052
2025-02-07,379000,416500,368000,410500,1334315,0.09612817089452608
2025-02-10,419000,419000,372500,377000,1652453,-0.0816077953714982
2025-02-11,369000,410000,365500,399000,1555861,0.05835543766578244
2025-02-12,396000,400000,370000,373000,985085,-0.06516290726817042
2025-02-13,372000,392500,371000,379500,909923,0.01742627345844494
2025-02-14,387000,422500,386000,402000,1998643,0.059288537549407216
2025-02-17,409000,409000,382000,399000,944305,-0.007462686567164201
2025-02-18,390000,419000,386000,417500,1350279,0.0463659147869675
2025-02-19,406500,429000,398500,410000,1093446,-0.017964071856287456
2025-02-20,410000,417000,394500,395500,593535,-0.03536585365853662
2025-02-21,391500,427000,390500,404500,1289249,0.022756005056890016
2025-02-24,400000,406500,384000,390000,582828,-0.03584672435105063
2025-02-25,386500,396500,384500,387000,412248,-0.007692307692307665
2025-02-26,394000,395000,380000,386500,424060,-0.0012919896640827266
2025-02-27,391500,398500,386000,392500,373543,0.015523932729624823
2025-02-28,385000,389000,338500,342500,1357938,-0.1273885350318471
2025-03-04,342500,351500,333500,345000,598424,0.007299270072992803
2025-03-05,347000,375000,346000,350000,1032778,0.01449275362318847
2025-03-06,353000,354500,319500,327000,1036523,-0.06571428571428573
2025-03-07,320500,332000,317000,321000,498063,-0.01834862385321101
2025-03-10,319500,329500,311500,312500,466443,-0.026479750778816147
2025-03-11,300500,315500,297000,312500,844442,0.0
2025-03-12,316000,325000,311500,315500,529396,0.009600000000000053
2025-03-13,325500,326000,305000,307000,503974,-0.02694136291600635
2025-03-14,307500,325000,307000,317500,548821,0.03420195439739415
