Date,Open,High,Low,Close,Volume,Change
2023-12-22,18500,18500,16650,17360,286,0.002309468822170979
2023-12-26,17510,18000,17000,17930,135,0.032834101382488434
2023-12-27,18000,18000,17490,17940,148,0.000557724484104849
2023-12-28,18110,18300,17500,17990,188,0.00278706800445927
2024-01-02,18200,18280,18000,18070,18,0.004446914952751513
2024-01-03,18200,18300,18000,18300,223,0.01272827891532935
2024-01-04,18200,21000,17010,19750,884,0.0792349726775956
2024-01-05,19400,19900,19000,19730,638,-0.0010126582278481289
2024-01-08,19760,20000,19730,20000,438,0.013684744044602182
2024-01-09,20500,21500,19700,20850,2847,0.04249999999999998
2024-01-10,20850,20950,20850,20950,25,0.004796163069544335
2024-01-11,20950,20950,19900,20500,874,-0.021479713603818618
2024-01-12,20900,21000,19990,21000,1629,0.024390243902439046
2024-01-15,21500,22000,20000,20500,1225,-0.023809523809523836
2024-01-16,20900,22000,20900,21000,286,0.024390243902439046
2024-01-17,21500,22000,21000,21400,721,0.01904761904761898
2024-01-18,21900,21900,21000,21000,725,-0.01869158878504673
2024-01-19,21000,21000,20000,20900,2428,-0.004761904761904745
2024-01-22,20900,20900,20050,20850,307,-0.0023923444976076125
2024-01-23,20900,20900,20000,20500,1213,-0.016786570743405282
2024-01-24,21000,21000,20050,20450,672,-0.0024390243902439046
2024-01-25,21000,21000,20000,20500,869,0.0024449877750611915
2024-01-26,21000,21000,20850,21000,578,0.024390243902439046
2024-01-29,21500,21500,20950,21000,327,0.0
2024-01-30,21500,21800,20500,21500,5488,0.023809523809523725
2024-01-31,21900,22000,20900,21700,2373,0.009302325581395321
2024-02-01,21900,22000,21750,22000,816,0.01382488479262678
2024-02-02,22500,22500,21650,22000,728,0.0
2024-02-05,22200,22200,21500,22100,612,0.00454545454545463
2024-02-06,22200,25200,22050,22850,737,0.03393665158371051
2024-02-07,23100,23950,22100,23000,91,0.006564551422319376
2024-02-08,23500,24000,23000,23000,19,0.0
2024-02-13,23100,23500,22500,23500,5755,0.021739130434782705
2024-02-14,24000,25000,23000,24400,4011,0.038297872340425476
2024-02-15,24600,24600,24100,24500,589,0.004098360655737654
2024-02-16,24500,25000,24100,24800,22,0.012244897959183598
2024-02-19,25000,25000,24100,24950,1709,0.006048387096774244
2024-02-20,25000,25000,24950,25000,263,0.002004008016031955
2024-02-21,25000,25000,24300,25000,306,0.0
2024-02-22,25000,26000,25000,25950,2328,0.038000000000000034
2024-02-23,26000,27000,26000,26950,636,0.038535645472061564
2024-02-26,28000,30500,27800,28600,761,0.061224489795918435
2024-02-27,30000,30400,25050,30400,1774,0.06293706293706292
2024-02-28,31000,31000,29500,30500,1310,0.00328947368421062
2024-02-29,30000,31000,29100,30500,392,0.0
2024-03-04,30500,30500,29050,30500,327,0.0
2024-03-05,30500,31000,30400,30500,440,0.0
2024-03-06,30500,31000,25950,30000,474,-0.016393442622950838
2024-03-07,30000,31000,29000,30500,315,0.016666666666666607
2024-03-08,30500,30500,30450,30450,13,-0.0016393442622950616
2024-03-11,29000,30100,29000,29950,176,-0.016420361247947435
2024-03-12,30000,30000,28000,29600,148,-0.011686143572620988
2024-03-13,30000,30000,29000,29900,529,0.010135135135135087
2024-03-14,29500,30000,28250,30000,916,0.0033444816053511683
2024-03-15,30000,30000,28000,29800,201,-0.00666666666666671
2024-03-18,30000,31000,29300,30600,3204,0.02684563758389258
2024-03-19,30950,30950,29300,30500,75,-0.0032679738562091387
2024-03-20,31000,31000,31000,31000,1,0.016393442622950838
2024-03-21,31000,31000,30900,30900,405,-0.003225806451612856
2024-03-22,30000,30900,30000,30500,721,-0.012944983818770184
2024-03-25,30000,30450,29950,30400,872,-0.003278688524590123
2024-03-26,31000,32500,29000,30450,1906,0.00164473684210531
2024-03-27,30900,30900,29750,30500,367,0.0016420361247948545
2024-03-28,30900,31000,30500,30900,300,0.013114754098360715
2024-03-29,31500,32500,31000,31750,607,0.027508090614886793
2024-04-01,31750,31750,30000,31500,576,-0.007874015748031482
2024-04-02,31000,31000,31000,31000,117,-0.015873015873015928
2024-04-03,31100,31100,29500,31000,2140,0.0
2024-04-04,30900,31500,30800,31500,1484,0.016129032258064502
2024-04-05,32500,33000,30000,31600,318,0.0031746031746031633
2024-04-08,31600,36000,31600,36000,7121,0.139240506329114
2024-04-09,37950,37950,32550,36950,649,0.026388888888888795
2024-04-11,37000,38600,37000,37800,1194,0.023004059539918797
2024-04-12,38000,39000,37050,38150,967,0.0092592592592593
2024-04-15,37000,38000,36500,38000,284,-0.003931847968545177
2024-04-16,38000,38000,36000,37800,477,-0.0052631578947368585
2024-04-17,38500,38500,36400,37950,487,0.003968253968253954
2024-04-18,38500,38500,36000,37150,481,-0.021080368906455815
2024-04-19,37350,37350,33550,36550,147,-0.016150740242261152
2024-04-22,36800,37450,34000,35400,1012,-0.03146374829001364
2024-04-23,36000,36000,33450,34700,334,-0.019774011299435013
2024-04-24,35700,35700,33750,34850,562,0.004322766570605152
2024-04-25,34850,34850,33400,34200,461,-0.0186513629842181
2024-04-26,34850,34900,33200,34150,841,-0.0014619883040936088
2024-04-29,35600,35600,33000,33750,338,-0.01171303074670571
2024-04-30,34900,34900,33050,33450,885,-0.008888888888888835
2024-05-02,34900,34900,32200,32900,588,-0.01644245142002987
2024-05-03,33850,33850,29350,31400,1729,-0.045592705167173286
2024-05-07,32000,32000,26700,27550,4496,-0.1226114649681529
2024-05-08,30000,31650,28000,30500,412,0.10707803992740472
2024-05-09,31500,32900,29300,32000,936,0.049180327868852514
2024-05-10,31900,33000,30450,32400,513,0.012499999999999956
2024-05-13,32950,32950,31000,32000,930,-0.012345679012345734
2024-05-14,32000,32000,31500,31800,164,-0.006249999999999978
2024-05-16,32000,32000,31000,32000,1401,0.0062893081761006275
