Date,Open,High,Low,Close,Volume,Adj Close
2024-01-02,139.60000610351562,140.61500549316406,137.74000549316406,139.55999755859375,20071900,138.52105712890625
2024-01-03,138.60000610351562,141.08999633789062,138.42999267578125,140.36000061035156,18974300,139.31512451171875
2024-01-04,139.85000610351562,140.63499450683594,138.00999450683594,138.0399932861328,18253300,137.0123748779297
2024-01-05,138.3520050048828,138.80999755859375,136.85000610351562,137.38999938964844,15439500,136.36721801757812
2024-01-08,138.0,140.63999938964844,137.8800048828125,140.52999877929688,17645300,139.4838409423828
2024-01-09,140.05999755859375,142.8000030517578,139.7899932861328,142.55999755859375,19579700,141.4987335205078
2024-01-10,142.52000427246094,144.52499389648438,142.4600067138672,143.8000030517578,16641900,142.72950744628906
2024-01-11,144.89500427246094,146.66000366210938,142.21499633789062,143.6699981689453,17471100,142.60047912597656
2024-01-12,144.33999633789062,144.74000549316406,143.36000061035156,144.24000549316406,13998700,143.16622924804688
2024-01-16,143.42999267578125,145.83999633789062,143.05599975585938,144.0800018310547,19198900,143.00743103027344
2024-01-17,142.91000366210938,143.41000366210938,140.50999450683594,142.88999938964844,17884500,141.82627868652344
2024-01-18,143.44000244140625,145.5850067138672,143.35000610351562,144.99000549316406,18876800,143.91064453125
2024-01-19,146.30499267578125,148.0399932861328,145.8000030517578,147.97000122070312,27181000,146.86846923828125
2024-01-22,148.7100067138672,150.01499938964844,147.5800018310547,147.7100067138672,21829200,146.61041259765625
2024-01-23,147.72000122070312,148.86000061035156,147.19000244140625,148.67999267578125,14113600,147.5731658935547
2024-01-24,150.2899932861328,151.57000732421875,149.83999633789062,150.35000610351562,19245000,149.2307586669922
2024-01-25,151.74000549316406,154.75999450683594,151.22000122070312,153.63999938964844,21495100,152.49624633789062
2024-01-26,152.8699951171875,154.11000061035156,152.8000030517578,153.7899932861328,19494500,152.64512634277344
2024-01-29,153.63999938964844,155.1999969482422,152.9199981689453,154.83999633789062,20909300,153.6873016357422
